zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
14,2005,12,25,24815,23326,22144,21574,21615,22393,21445,28004,30624,30694,28661,27015,25788,24336,22991,21975,21228,19271,20342,22253,22320,22004,21118,19749
15,2005,12,25,67503,62880,60323,59975,61110,62652,58749,73577,78119,78224,75250,70497,67409,63827,59378,56832,57539,54959,58166,65380,65017,64497,62304,59007
16,2005,12,25,35611,35003,34743,34995,35337,34601,35706,39469,40211,39454,39222,38104,36877,34867,32917,31396,31236,31697,31908,32278,31955,31025,29302,27954
17,2005,12,25,33318,31993,31625,31349,31350,31923,32501,37331,39418,39876,38706,36752,35390,33632,31414,30058,29691,29747,30841,32200,31861,31488,30338,28688
18,2005,12,25,242900,237852,238217,240835,239369,245802,242999,276818,291562,296371,294840,287884,280943,273851,263897,249468,247681,246825,253581,262188,258732,251311,236062,217910
19,2005,12,25,91267,87833,86114,84454,85174,87800,85359,105430,114584,115944,110181,103849,99805,94502,88299,84158,84139,81047,85722,93413,93380,92462,88038,82093
20,2005,12,25,84280,81322,79952,79788,80583,83657,83635,100070,107480,109552,105961,102229,101724,96941,91770,91520,93289,92016,95496,99378,98440,95830,90436,83728
21,2005,12,25,1529332,1481663,1474574,1483598,1529388,1562839,1607818,1780382,1887018,1915003,1887917,1844970,1803720,1731478,1670744,1629060,1641094,1674627,1696866,1719742,1704221,1662428,1577738,1475298
1,2005,12,26,16868,16307,15950,15986,16463,17452,19132,20851,22597,23673,23074,21622,21055,20776,20684,20703,21695,23752,24677,24799,24217,23306,21892,20413
2,2005,12,26,138344,135313,134079,133465,138541,144186,152869,162693,171951,180040,186104,185095,180281,176049,173593,174739,184794,199553,201682,202311,196837,191416,179600,168842
3,2005,12,26,149273,146002,144671,144009,149487,155578,164945,175547,185536,194264,200807,199717,194524,189958,187308,188543,199394,215318,217615,218295,212387,206538,193788,182180
4,2005,12,26,511,496,491,493,500,527,553,598,647,702,712,708,697,667,676,704,767,809,827,798,764,717,680,558
5,2005,12,26,8231,7864,7799,7867,8050,8392,8918,9923,10634,10704,10875,11058,10428,9737,9574,10003,10773,12153,12258,12285,11950,11247,10047,8833
6,2005,12,26,146575,143176,141878,141332,146591,152578,161786,172616,182586,190744,196980,196153,190709,185786,183168,184741,195567,211706,213940,214596,208786,202663,189647,177674
7,2005,12,26,149273,146002,144671,144009,149487,155578,164945,175547,185536,194264,200807,199717,194524,189958,187308,188543,199394,215318,217615,218295,212387,206538,193788,182180
8,2005,12,26,3884,3754,3715,3759,3909,4095,4256,4494,4829,5073,5150,5233,4879,4808,4838,5018,5305,5514,5696,5656,5417,5067,4695,4308
9,2005,12,26,71484,70917,70770,65961,60669,59388,59619,60375,32025,25095,24801,28266,55587,62685,63504,60648,60291,60018,59976,59871,61047,62685,62811,63000
10,2005,12,26,18011,17590,17428,17544,17889,18752,19720,21206,22793,23987,24522,24425,23415,22724,23598,23519,24760,28349,29620,29680,28903,27866,26267,24525
11,2005,12,26,75785,72639,71545,72392,74603,78740,84531,91552,100278,107610,110628,108873,106401,104215,105079,106856,114557,127471,129075,127970,125204,119325,110989,101979
12,2005,12,26,100302,95473,93743,94300,96878,102578,110407,119950,132752,144083,149659,144964,142067,141283,142161,147013,159476,178108,180950,179670,175452,168333,155767,140469
13,2005,12,26,21104,20166,19847,19936,20213,21172,20183,22582,27223,28539,28584,28365,27819,27299,27400,27494,28195,23420,24510,26505,30477,29145,26834,24676
14,2005,12,26,18360,17570,17443,17762,18526,19746,18520,21499,26222,27191,26691,25651,24939,24354,23441,23158,24814,21848,22627,25717,31038,30393,28615,26288
15,2005,12,26,57412,55496,53620,53922,54840,57206,53986,57630,67146,69145,67800,65122,62081,60498,59806,61410,66208,53587,58579,66730,80946,78808,75001,70254
16,2005,12,26,26075,24959,24847,24977,25873,26417,26831,29115,33227,34030,33513,32007,31538,30848,29998,30617,33598,34678,35550,36430,38274,36999,34754,33553
17,2005,12,26,27093,26451,26242,26444,27307,29292,29872,30947,34216,35440,34992,34005,33171,31956,30716,30616,32827,32967,35461,37559,41026,39822,38079,35887
18,2005,12,26,203015,193635,191164,192583,199363,207345,203957,217779,243969,244384,244053,247171,241015,227877,221903,227921,245570,233838,243806,259703,285658,275510,258414,242178
19,2005,12,26,77058,73573,71976,73140,74409,78122,73544,79697,95353,96775,95405,91575,86673,80977,78860,80422,88813,76390,82813,92810,110407,106813,99560,92372
20,2005,12,26,78553,76409,76288,77490,79511,83720,83036,89176,102204,107866,109222,106054,101156,99002,99855,103059,107893,98649,100522,105626,116062,110969,103264,95362
21,2005,12,26,1387211,1343792,1328167,1327371,1363109,1420864,1461610,1563777,1681724,1743609,1774379,1755781,1732959,1691457,1673470,1695727,1804691,1853446,1897799,1945306,1997239,1934160,1814492,1695531
1,2005,12,27,19301,19156,19235,19479,20048,21556,23580,24670,24310,24283,22750,21025,19877,18998,18432,16929,17520,21178,23714,23876,23907,23405,22227,20837
2,2005,12,27,160705,158689,157396,159376,163500,173634,186248,198719,202892,201903,198507,191022,184440,179184,176569,178965,185650,201774,208504,205710,202865,195167,182530,171931
3,2005,12,27,173400,171226,169830,171968,176416,187352,200962,214418,218921,217853,214189,206113,199011,193340,190519,193103,200316,217715,224976,221961,218892,210585,196950,185514
4,2005,12,27,549,513,520,533,537,591,637,667,704,654,644,640,599,582,548,544,556,663,765,762,729,665,629,544
5,2005,12,27,8193,7933,8018,8155,8675,9401,10406,11108,11097,10334,9609,8796,8240,7590,7788,7973,8974,10820,11661,11658,11482,10811,9924,9083
6,2005,12,27,168898,166622,165414,167532,172175,183035,196654,209827,213990,212236,208116,199818,192680,186774,184358,186937,194624,212594,220165,217368,214347,205978,192454,181014
7,2005,12,27,173400,171226,169830,171968,176416,187352,200962,214418,218921,217853,214189,206113,199011,193340,190519,193103,200316,217715,224976,221961,218892,210585,196950,185514
8,2005,12,27,4086,3989,4026,4032,4287,4549,4736,4959,4984,4881,4590,4391,4197,4014,3941,3978,4322,4896,5268,5222,4984,4603,4366,4194
9,2005,12,27,63126,63021,63021,63042,63189,63105,62958,63714,63588,62916,62286,62517,62601,63021,62328,62265,52710,29484,24486,24381,24213,26544,60648,61929
10,2005,12,27,23469,23046,23575,23995,25057,27428,29967,31815,32075,31735,31397,30853,29671,28762,27944,27875,29773,33750,35561,35478,35245,34115,32150,30005
11,2005,12,27,96352,93557,93417,94422,96993,102669,113359,120432,121068,119337,115762,110969,105565,101097,98561,99887,108293,127970,136547,136839,135080,130613,122489,113017
12,2005,12,27,130768,126766,125702,126773,129226,136843,149232,155657,154631,152155,148129,143078,136983,130206,125565,128773,143695,174367,186195,188267,185577,178139,166295,151990
13,2005,12,27,22808,21989,21899,22037,22728,24640,26756,29028,29568,29050,27239,25627,24151,23350,23314,23122,24213,23260,22875,25226,27128,28327,26399,24178
14,2005,12,27,24613,24001,24227,24706,26177,28388,30879,33081,32498,30446,27964,25585,23660,22203,21114,21231,23559,23691,23628,26867,30267,32133,30211,28569
15,2005,12,27,67399,66719,67364,68257,70549,74099,79564,83785,84584,82847,79224,75716,69362,65452,63141,61976,64222,62023,61158,70089,78395,83412,79846,75611
16,2005,12,27,32208,32146,32496,33631,35028,36740,39914,42245,41260,38151,35152,32227,30128,28082,26924,28027,31643,35510,36887,38560,39793,39685,37215,36358
17,2005,12,27,34471,33784,33916,34602,36280,39326,43360,44541,44281,41949,38936,36466,34903,33446,32527,31920,33838,36586,38508,41398,43121,44619,43064,40806
18,2005,12,27,233780,235493,240782,251161,266320,290572,317948,333280,329058,301070,270389,245587,227905,216466,211183,219985,238011,244190,248091,269145,284688,290211,275711,263429
19,2005,12,27,87830,87252,88328,90757,94842,103946,114830,119084,119525,111927,102545,93193,86856,81446,78051,79389,84383,83843,84484,96462,105892,112167,105859,98876
20,2005,12,27,89594,88751,88334,90486,94409,102282,112311,118148,118050,114279,108370,102808,97922,95483,97964,100212,104736,103727,101477,106623,110848,112345,104142,97084
21,2005,12,27,1614950,1595879,1597330,1626912,1682852,1797508,1945263,2053596,2066005,2005859,1919987,1822544,1737762,1672836,1641290,1666194,1751354,1865756,1919926,1967853,1996345,1974109,1890059,1780483
1,2005,12,28,20467,20771,21169,21798,22774,24750,26668,27816,27133,25902,23531,20516,17566,15980,14982,16219,18144,20353,21250,20644,19949,18727,17151,15362
2,2005,12,28,164699,165303,165795,167269,172063,180942,194371,204032,207894,205365,199247,189475,179248,173189,168760,167400,176616,192682,196104,193163,187349,179699,166966,154404
3,2005,12,28,177710,178362,178893,180484,185656,195237,209727,220150,224319,221589,214988,204444,193408,186871,182093,180625,190570,207904,211596,208423,202149,193895,180157,166603
4,2005,12,28,514,488,491,513,527,569,614,669,696,675,625,593,557,532,520,548,642,746,770,768,746,663,597,513
5,2005,12,28,8615,8784,8905,9356,9927,10686,11592,12244,12105,11501,10669,9689,8522,7820,7417,7628,8582,10702,11279,11097,10655,9680,8516,7450
6,2005,12,28,173314,174087,174700,176625,181990,191628,205963,216276,220000,216866,209916,199164,187770,181009,176177,175028,185199,203384,207382,204260,198003,189379,175482,161854
7,2005,12,28,177710,178362,178893,180484,185656,195237,209727,220150,224319,221589,214988,204444,193408,186871,182093,180625,190570,207904,211596,208423,202149,193895,180157,166603
8,2005,12,28,3946,3920,3867,3940,4204,4496,4767,4863,4988,4876,4661,4284,3871,3806,3724,3917,4334,4592,4777,4798,4681,4351,3957,3628
9,2005,12,28,64680,73731,80136,79842,80283,80010,79107,75474,63084,62979,62664,62706,62790,63336,63252,63399,62874,63063,62496,62538,62286,62454,62958,63588
10,2005,12,28,28231,27342,27168,26865,27207,29143,30654,32140,31789,31606,30706,29127,27837,27044,26328,26090,28542,32228,33249,32749,32107,30120,27570,25067
11,2005,12,28,107461,106187,106955,108374,110397,116491,126446,130799,129077,124841,118942,110814,103500,99725,96042,97015,104172,120686,126270,124454,121019,113047,102816,91690
12,2005,12,28,142585,139102,138938,140418,143022,151678,165500,169770,166664,162098,155617,144625,134175,127950,125578,125639,137578,164000,171341,169280,163773,152967,138765,121082
13,2005,12,28,22650,22145,22108,22446,23276,24847,27418,29110,29918,29286,27333,25594,23913,23048,23034,23908,25418,23564,23497,23676,25366,26059,23440,20594
14,2005,12,28,26850,26438,26850,27420,28497,29900,31945,33160,32072,30287,27463,24778,22350,20560,19580,19719,21584,21048,21693,22832,25392,26381,23906,21337
15,2005,12,28,72777,71860,72658,73798,75957,79903,85480,89346,87751,82136,74922,68912,62961,59581,57068,57048,61681,56740,57618,59356,64955,69142,64925,59339
16,2005,12,28,35050,35004,35309,35685,36755,38127,40250,41327,41243,39204,35389,32215,29552,26676,26022,26076,28132,31512,32831,32509,32484,31232,27969,25746
17,2005,12,28,39243,38465,38602,39228,39967,42832,46267,46464,44629,42029,38107,34819,32843,31790,30425,30514,32254,34045,35969,35776,36861,37188,34908,32187
18,2005,12,28,254990,254625,257620,263265,272690,291962,312461,322582,317677,299509,275605,254613,230781,215350,202053,200167,215197,221407,230004,230894,236316,233802,213312,191883
19,2005,12,28,95251,94351,95230,96747,100284,109506,119880,122530,118826,111263,101090,91246,83112,77705,73053,72400,78460,74715,76266,78796,85077,87452,79440,70885
20,2005,12,28,92218,90337,90120,90883,94195,101122,110642,116478,117125,114651,108404,100363,94499,90148,88714,90937,99057,97754,97173,96745,99555,100358,91880,83444
21,2005,12,28,1708961,1709664,1724407,1745440,1795327,1899066,2039479,2115380,2101309,2038252,1934867,1812421,1692663,1618991,1566915,1564902,1669606,1789029,1833161,1821181,1810872,1760491,1624872,1483259
1,2005,12,29,14037,13659,13477,13620,13989,15361,17123,18265,18309,18276,17867,17155,17172,16587,16429,16999,18989,22529,23799,23983,23597,22997,21409,19572
2,2005,12,29,144751,139768,138407,137972,140070,148629,160483,171586,175521,180913,184116,183754,180545,177723,178142,179389,185793,199004,201059,199359,194510,186903,175665,165246
3,2005,12,29,156187,150810,149341,148872,151136,160371,173162,185142,189387,195205,198662,198270,194809,191764,192216,193561,200470,214726,216943,215108,209876,201669,189543,178300
4,2005,12,29,483,474,458,467,456,512,556,556,579,618,647,641,625,590,566,577,611,728,759,731,727,698,657,570
5,2005,12,29,6686,6259,6171,6239,6577,7117,7848,8519,8842,9081,9044,8970,8450,8138,8081,8056,8472,10307,11165,11008,10814,10165,9148,8229
6,2005,12,29,151437,146027,144578,144211,146647,155746,168331,180105,184363,189994,193160,192723,188995,185861,186224,187445,194264,209311,212224,210366,205324,197068,184813,173475
7,2005,12,29,156187,150810,149341,148872,151136,160371,173162,185142,189387,195205,198662,198270,194809,191764,192216,193561,200470,214726,216943,215108,209876,201669,189543,178300
8,2005,12,29,3353,3262,3199,3217,3490,3692,3965,4229,4271,4354,4404,4271,4206,4164,4197,4264,4575,5052,5172,5232,5004,4797,4495,4104
9,2005,12,29,63609,63231,62832,62937,62811,42441,11739,9660,9954,9870,9954,9807,9996,10017,10101,10689,11571,13860,18627,34230,63630,63294,63672,63693
10,2005,12,29,23177,21782,21326,21166,21561,24291,26186,27639,28421,28147,28013,28067,28355,27816,27643,27592,29323,32246,32820,32706,31612,30653,28532,26109
11,2005,12,29,83749,79339,77610,77552,79640,85183,94630,100895,102843,105857,106263,104577,103388,101808,100642,101950,108527,121288,125301,123616,120741,114442,106278,96900
12,2005,12,29,108794,101674,98817,99069,101506,109685,122534,129788,131552,135079,136676,135470,133266,130842,130096,133207,144077,163131,168322,166877,162423,154133,143085,128561
13,2005,12,29,18950,18113,17807,17898,18425,19860,19707,21754,22714,25833,26010,25889,25041,24611,24364,24692,26568,24968,26012,25037,27684,28103,25872,23305
14,2005,12,29,19321,18403,18154,18182,18956,20832,19363,20341,20794,24178,24048,23426,23068,22365,21810,22227,24042,22145,22646,23216,26286,27100,25054,23024
15,2005,12,29,55403,53382,52596,52295,53818,56658,54486,58615,59882,68006,65879,63563,61570,60794,60154,60952,65100,60750,66924,66414,74891,78143,74016,69810
16,2005,12,29,23509,22315,22097,22335,23320,24552,25564,27502,28520,30680,30971,30463,29751,28907,28912,29635,31652,33332,34115,34000,34878,33483,30677,29129
17,2005,12,29,29334,28080,27181,27103,28291,30661,32187,32881,33325,34842,34252,33542,32788,32182,32354,32577,34431,34683,36186,36579,38348,38332,36797,34978
18,2005,12,29,175764,168188,165588,167356,174106,192575,197416,210542,214232,233570,233146,230111,223773,221066,217324,216231,226587,225261,238906,240555,256156,254062,240513,227066
19,2005,12,29,64513,61277,60331,61373,63606,70777,70421,75251,76282,87342,85216,81154,79912,79086,79142,80428,85798,80539,86357,85259,97954,101081,95014,87975
20,2005,12,29,77201,73748,72519,73183,76212,82295,85247,92244,94355,102401,102967,101557,97240,95473,94617,94770,101761,101683,104777,103338,109148,109454,101694,93826
21,2005,12,29,1376445,1320601,1301830,1303919,1335753,1411609,1464110,1560656,1593533,1679451,1689957,1671680,1637759,1611558,1605230,1618802,1703081,1790269,1849057,1852722,1903479,1858246,1746477,1632172
1,2005,12,30,18411,18088,18029,18432,18959,20326,22385,23618,22948,21079,19319,17560,16013,14871,14154,14272,15719,19065,20827,21432,21303,21129,20050,18722
2,2005,12,30,155210,151179,149718,148504,153608,160258,172614,181157,183462,187337,186525,182549,178115,173219,167051,164849,170892,190395,194454,194197,191542,186717,178336,164758
3,2005,12,30,167471,163123,161547,160237,165744,172919,186250,195469,197955,202137,201261,196970,192187,186904,180248,177872,184392,205437,209817,209538,206674,201469,192425,177774
4,2005,12,30,510,481,481,496,515,534,601,637,678,681,635,601,582,566,556,582,648,730,819,809,794,766,674,612
5,2005,12,30,7618,7399,7486,7675,8062,8836,9648,10419,10154,9541,9165,8497,7741,7196,7006,7099,7818,9808,10701,10691,10778,10412,9598,8826
6,2005,12,30,162828,158579,157204,156179,161671,169094,182262,191576,193616,196878,195690,191046,185856,180415,174056,171947,178710,200203,205155,204888,202320,197130,187934,173584
7,2005,12,30,167471,163123,161547,160237,165744,172919,186250,195469,197955,202137,201261,196970,192187,186904,180248,177872,184392,205437,209817,209538,206674,201469,192425,177774
8,2005,12,30,3847,3695,3590,3652,3889,4012,4239,4503,4610,4722,4682,4503,4344,4205,4213,4201,4376,4902,5198,5255,5003,4909,4729,4344
9,2005,12,30,63336,63315,63777,63861,63735,63147,63021,63504,63294,63462,62874,62685,62328,63021,63861,63861,63630,63588,75201,72618,50148,49119,37989,39963
10,2005,12,30,24428,23341,22994,23179,24242,27029,29779,31881,31917,31089,30215,29252,28270,27141,26091,26250,27965,31627,33529,33626,33468,32659,30959,28977
11,2005,12,30,89769,86196,85562,86883,89637,95438,104588,110584,112039,110546,108031,104259,99568,96136,95196,96571,102696,119430,126226,126134,125348,122798,118024,110700
12,2005,12,30,117725,111941,110240,111352,113483,121294,134609,142243,143619,144141,141778,136815,129901,125411,124623,128453,139422,164618,172938,173641,172243,168774,162508,150807
13,2005,12,30,21458,20717,20630,20980,21557,23170,23502,25471,26058,28028,26820,25568,24106,22940,22031,21951,23305,22028,23808,23860,26232,27407,25758,23134
